-7.4442,9.3648,1
-6.3734,12.492,1
-9.8397,8.742,1
-0.75338,11.278,1
-4.362,13.477,1
-8.2716,9.7801,1
-5.3688,9.7443,1
-3.4431,12.525,1
-6.2046,13.415,1
-7.319,3.9167,1
-4.8881,7.9198,1
-5.0344,8.083,1
-5.3177,13.651,1
-7.9305,9.6222,1
-6.3635,13.976,1
-9.202,7.0184,1
-6.3888,12.284,1
-7.7338,9.5837,1
-1.7599,11.467,1
-1.9779,12.027,1
-4.3093,8.3474,1
-10.196,10.212,1
-6.1901,11.894,1
-5.7192,10.468,1
-6.5274,12.624,1
-6.1724,11.692,1
-10.074,9.2319,1
-9.1161,6.8281,1
-8.7189,6.0365,1
-6.7301,3.2616,1
-4.2489,7.7093,1
-5.1432,13.677,1
-9.7858,9.9047,1
-5.7441,11.968,1
-9.7601,10.113,1
-6.0056,11.061,1
-9.9093,9.9654,1
-2.3294,12.063,1
-4.7201,13.409,1
-4.9352,13.335,1
-6.3829,11.994,1
-6.4451,13.724,1
-6.6404,13.252,1
-4.8879,13.337,1
-0.41633,10.722,1
-6.0886,13.187,1
-7.8661,9.2489,1
-6.7383,8.9928,1
-3.9041,7.456,1
-3.6059,12.985,1
-9.8495,9.8276,1
-0.8034,11.171,1
-9.7648,10.073,1
-9.6672,8.1809,1
-4.2083,7.4127,1
-6.2537,12.698,1
-6.6701,13.754,1
-9.8282,10.183,1
-10.249,10.045,1
-6.7761,13.376,1
-7.8456,9.5469,1
-9.5674,9.9635,1
-9.8903,10.277,1
-8.5079,5.7479,1
-9.063,6.2806,1
-9.7321,8.1261,1
-9.8303,9.9941,1
-6.3756,12.338,1
-6.2606,14.081,1
-4.8971,13.664,1
-7.0194,9.2088,1
-6.9005,13.86,1
-7.9104,9.7528,1
-8.7436,6.3033,1
-9.8453,8.882,1
-10.139,9.5894,1
-9.7726,9.5406,1
-10.364,10.087,1
-9.9762,10.037,1
-2.9071,12.519,1
-3.7441,12.983,1
-9.8781,9.7651,1
-9.6908,10.21,1
-8.2148,5.4569,1
-5.4795,10.438,1
-4.4351,12.988,1
-5.1165,9.3816,1
-7.269,9.4928,1
-4.6727,8.4596,1
-4.5816,8.5245,1
-5.5409,13.442,1
-4.8912,8.0731,1
-6.8236,13.137,1
-6.8181,9.1685,1
-8.2944,5.2148,1
-10.009,8.4972,1
-4.7326,13.235,1
-0.17748,10.651,1
-7.2066,9.4772,1
-4.2152,7.9727,1
-6.1791,8.8846,1
-1.7014,11.672,1
-10.261,9.571,1
-3.3109,6.9094,1
-3.9259,13.031,1
-5.2842,9.9788,1
-8.0793,9.7898,1
-5.7809,13.197,1
-8.402,5.8679,1
-2.1364,12.117,1
-8.9037,6.5458,1
-3.7619,13.034,1
-6.0161,13.707,1
-4.7647,13.27,1
-3.0507,12.405,1
-6.0249,10.816,1
-0.39514,10.715,1
-5.518,10.244,1
-2.0085,12.019,1
-5.3463,13.367,1
-0.84009,11.237,1
-2.7083,12.149,1
-6.2859,12.863,1
-9.8571,9.7239,1
-7.7706,4.3834,1
-9.5893,7.9025,1
-6.5979,12.442,1
-9.113,6.7208,1
-8.7818,6.9767,1
-9.562,9.6031,1
-4.7053,8.8299,1
-9.4063,6.9563,1
-6.3708,12.009,1
-3.9227,7.4182,1
-8.8233,6.1513,1
-9.7614,7.9244,1
-5.3474,13.498,1
-8.4858,5.4116,1
-9.8037,10.18,1
-4.269,7.6376,1
-10.285,9.7243,1
-5.9633,8.7335,1
-8.5018,5.5594,1
-2.1395,12.101,1
-4.0336,8.1243,1
-5.1957,9.5923,1
-9.038,9.7389,1
-8.1417,10.022,1
-6.0404,11.891,1
-5.4286,13.35,1
-9.2877,7.6361,1
-6.2899,13.322,1
-6.1898,13.839,1
-9.509,8.8944,1
-1.0332,11.407,1
-6.2651,13.731,1
-7.8319,4.8264,1
-7.9317,4.8961,1
-4.2421,13.313,1
-6.377,12.919,1
-6.0519,13.045,1
-4.6773,13.089,1
-5.0489,13.413,1
-9.072,7.524,1
-6.2133,13.715,1
-5.4091,10.122,1
-6.662,12.735,1
-4.8065,7.8778,1
-6.7268,13.347,1
-9.4705,7.2818,1
-4.097,13.164,1
-1.5749,11.821,1
-6.6495,13.888,1
-7.9914,4.8321,1
-9.2793,7.3283,1
-3.335,6.8475,1
-9.8116,10.471,1
-5.0916,13.05,1
-9.2034,9.9928,1
-5.6327,13.527,1
-8.9485,6.5244,1
-5.6842,13.081,1
-9.9873,9.2755,1
-5.8974,10.925,1
-0.70376,11.221,1
-9.038,10.03,1
-7.8308,4.5934,1
-9.5063,10.158,1
-2.2283,12.046,1
-8.9543,6.5921,1
-7.3914,9.2822,1
-8.4963,10.311,1
-8.9556,6.3567,1
-5.1139,13.37,1
-6.7994,9.0292,1
-8.1959,9.6652,1
-4.1073,7.4174,1
-9.529,10.2,1
-10.118,8.9544,1
-8.3666,9.9759,1
-2.4473,12.241,1
-6.0294,13.666,1
-6.0639,11.561,1
-7.2082,9.2546,1
-5.7978,13.082,1
-9.041,9.384,1
-4.9855,13.371,1
-6.5572,12.507,1
-6.8816,8.8942,1
-10.066,9.7759,1
-10.146,8.2647,1
-8.4608,9.9789,1
-9.1311,9.7077,1
-5.6681,11.699,1
-6.2158,11.303,1
-6.2235,13.288,1
-8.1033,9.6053,1
-6.1156,13.972,1
-3.6858,7.2919,1
-5.0973,9.6022,1
-6.5565,13.819,1
-5.7018,8.5587,1
-5.7301,10.219,1
-5.4476,10.116,1
-4.5987,13.362,1
-6.2406,12.44,1
-9.4628,7.8304,1
-7.6767,4.2886,1
-1.4319,11.617,1
-5.4562,13.89,1
-6.7398,13.021,1
-5.1409,10.042,1
-1.1441,11.447,1
-0.88516,11.221,1
-7.0383,9.1468,1
-8.5441,9.7534,1
-2.2362,12.072,1
-5.3929,8.3245,1
-9.4541,9.7925,1
-6.6366,12.946,1
-10.21,9.542,1
-9.5959,9.8231,1
-4.9174,9.2808,1
-7.7105,4.5286,1
-9.7743,8.4431,1
-5.8338,8.7086,1
-5.1556,9.6279,1
-7.8477,4.4457,1
-9.9489,8.1051,1
-6.9274,9.0201,1
-4.5062,7.7669,1
-2.368,11.839,1
-6.4446,13.58,1
-5.8786,11.094,1
-5.0614,8.9884,1
-9.6008,8.357,1
-10.08,9.5075,1
-9.0496,9.9584,1
-9.9223,8.6995,1
-4.7014,13.37,1
-6.5321,9.0355,1
-5.9752,13.207,1
-1.7819,11.708,1
-4.0044,7.7943,1
-6.5113,12.579,1
-5.8923,11.19,1
-3.2767,12.834,1
-3.5254,12.718,1
-8.2545,5.0032,1
-0.1442,10.741,1
-2.3023,12.04,1
-5.0626,13.584,1
-10.061,10.481,1
-6.0681,13.444,1
-5.2365,9.7542,1
-9.8333,8.9703,1
-5.9622,12.224,1
-1.65,11.751,1
-9.0224,6.8551,1
-5.5673,13.035,1
-6.3755,12.259,1
-4.5266,8.7233,1
-6.7038,13.532,1
-4.2516,8.2715,1
-5.0636,9.4109,1
-5.8283,10.967,1
-6.8434,3.4925,1
-7.7397,4.6269,1
-1.5455,11.672,1
-7.2962,3.771,1
-8.4,5.7225,1
-3.023,12.537,1
-5.4625,10.089,1
-5.2171,8.1774,1
-9.8467,8.6705,1
-2.5938,12.444,1
-7.3156,9.5959,1
-2.9033,12.807,1
-5.1034,13.307,1
-6.6093,12.851,1
-2.06,12.08,1
-9.6864,9.4531,1
-5.3924,8.3197,1
-9.5793,7.4355,1
-9.2047,9.8854,1
-8.2485,9.7032,1
-3.2364,12.648,1
-5.5403,10.507,1
-9.8295,8.1532,1
-9.4721,10.117,1
-5.3692,13.364,1
-5.5448,10.082,1
-8.672,9.9054,1
-9.1905,10.384,1
-2.7372,12.377,1
-7.955,9.5483,1
-8.8371,6.3056,1
-7.5751,4.2292,1
-8.8608,9.943,1
-9.2563,7.1827,1
-10.144,9.1015,1
-1.4682,11.755,1
-8.4635,9.9853,1
-6.7348,12.254,1
-6.2015,13.306,1
-5.6164,8.4828,1
-9.9117,7.9918,1
-7.6114,9.4474,1
-10.021,10.21,1
-7.0299,9.3307,1
-9.0252,6.724,1
-9.9199,8.7291,1
-9.9486,8.9495,1
-6.062,10.981,1
-9.0322,6.8357,1
-1.9623,11.734,1
-7.7472,4.3547,1
-10.042,9.3224,1
-5.9701,10.74,1
-5.5328,13.127,1
-10.12,10.017,1
-6.2765,8.7577,1
-9.1263,10.235,1
-9.4034,10.038,1
-8.9828,6.513,1
-6.1917,12.928,1
-7.7403,4.4784,1
-9.4919,8.1886,1
-6.5406,9.187,1
-9.7289,8.2307,1
-4.8237,9.1232,1
-1.3095,11.536,1
-10.172,9.9587,1
-6.3638,12.619,1
-9.625,9.4998,1
-2.9868,12.421,1
-5.3364,12.64,1
-5.4798,9.7797,1
